58620226	sconfinando	sconfinare|sconfinato	sconfinare	Non si riesce a capire perché , pur non	sconfinando	dalle prospettive finanziarie , le risorse che consideriamo minime vengano ridotte di un terzo .
70247789	rumori	rumore|rumorio	rumore	Si dovrebbe collaborare , altresì , per l’ elaborazione di una mappa dei	rumori	nelle varie località , la quale alla fine potrebbe essere utilizzata come base per un serio lavoro della Comunità europea a favore della riduzione dell’ inquinamento acustico , che sta aumentando in conseguenza alla domanda di traffico aereo .
80241461	fiche	fica|fiche	fiche	L’ anno scorso il Marocco si è ritirato dal tavolo dei negoziati e come ogni buon giocatore che abbia vinto la partita si è portato via tutte le	fiche	senza fare alcuna concessione .
2757056	coniugi	coniuge|coniugio	coniuge	La verità è che a causa di tale dispensa - troppo facile da ottenere - a fronte di 2000 imprese artigianali nelle quali è evidente la compartecipazione dei	coniugi	all’ attività , solo 164 risultano iscritte a questo titolo .
91279048	testi	teste|testo	testo	Si tratta ora di applicare i	testi	disponibili per promuovere la convergenza tra i diversi sistemi attraverso la collaborazione e il coordinamento tra gli Stati membri .
236191769	cieca	cieca|cieco	cieca	Senza nascondere nemmeno per un attimo l’ entità della responsabilità del centro sinistra e dei suoi tradizionali legami con il neoliberismo rispetto a questo processo , sappiamo che è anche inscindibile dal conflitto tra chi ha accettato la necessità di ristrutturare i debiti nella zona euro e chi spinge per un’ accelerazione alla	cieca	, dirigendosi verso l’ adozione di nuovi mezzi di intervento istituzionalizzati e apertamente coloniali .
89637328	creme	crema|creme	crema	« Ma lo sai che queste	creme	le sperimentano sugli animali ?
181608028	stili	stile|stilo	stile	Tuttavia , questo è in netto contrasto con il fatto che alcuni paesi , compreso purtroppo il mio , l’ Ungheria , spendono solo una piccolissima parte del loro bilancio nazionale , qualcosa come l’ 1 per cento , nella promozione degli sport e degli	stili	di vita salutari .
123039594	peste	pesta|peste	peste	A nome del mio gruppo , vorrei esprimere ai cittadini della Galizia tutta la tristezza che proviamo per la tragedia che stanno vivendo , nonché sostegno e solidarietà nei confronti della lotta da loro intrapresa contro questa moderna	peste	nera , che sta mettendo in pericolo i loro mezzi di sussistenza e rovinando le loro coste .
228353271	matematica	matematica|matematico	matematica	Per raggiungere gli obiettivi della strategia Europa 2020 , sarà necessario collegare più da vicino la formazione professionale alle richieste del mercato del lavoro , in modo da creare nuove opportunità formative per le donne nei settori delle scienze , della	matematica	e della tecnologia .
85792785	ottica	ottica|ottico	ottica	Secondo me , se verrà realizzata tale revisione , disporremo di un’ ottima base su cui fondare un’ effettiva politica e filosofia commerciale , una base eccellente nell’	ottica	della globalizzazione e della prossima tornata di negoziati dell’ OMC .
9905440	spina	spina|spino	spina	Certo , è ben vero che le procedure costituzionali formano la	spina	dorsale delle nostre democrazie parlamentari :
92757493	sconfitta	sconfitta|sconfitto	sconfitta	Vorrei mettere in guardia ed esortare i Ministri dell’ Unione europea affinché a Göteborg considerino seriamente l’ effetto che una seconda clamorosa	sconfitta	potrebbe avere sulle proposte di Nizza .
145643244	conservatori	conservatore|conservatorio	conservatore	Io e i miei colleghi	conservatori	britannici votiamo a favore di questa relazione , ma con una riserva importante .
127805125	altri	altri|altro	altro	Desidero commentare alcuni emendamenti che in qualche modo hanno creato un po ’ di confusione , cercando di inglobare	altri	dibattiti in ciò che deve essere una chiara dichiarazione di priorità .
121411655	nonne	nonna|nonno	nonna	Uno di questi , che mia madre e le mie	nonne	utilizzerebbero per incidenti domestici irreversibili , è ’ perché piangere sul latte versato ?
34934603	direttrici	direttore|direttrice	direttrice	La risoluzione riconosce che , anche se le direttrici sono volte a definire le priorità dell’ Unione nel loro insieme , per decidere le modifiche da apportare ai programmi occorre prendere in considerazione anche le situazioni esistenti a livello locale , e le	direttrici	confermano tale concetto .
193166033	grida	grida|grido	grido	Le vostre	grida	non maschereranno la vostra responsabilità per la crisi , la crisi dell’ euro-internazionalismo di cui siete sostenitori .
240139074	altri	altri|altro	altro	Pur rappresentando le regioni Centro , Auvergne e Limousin , che non confinano con	altri	Stati membri dell’ Unione europea , sono convinta dell’ utilità della cooperazione transfrontaliera - e , più in generale , della cooperazione territoriale - per promuovere lo sviluppo dell’ Europa e per costruire rapporti tra le persone .
173180248	polveri	polvere|polverio	polvere	Non è stato raggiunto alcun accordo circa limiti più sicuri per le	polveri	sottili aerodisperse ( PM10 ) :
156395689	chimica	chimica|chimico	chimica	Nelle nostre società , in cui la	chimica	è onnipresente , la salute pubblica deve d’ ora in poi essere la prima delle nostre preoccupazioni .
83244170	ipotesi	ipotesi|ipoteso	ipotesi	Signor Presidente , l’ onorevole McCartin comprenderà che è difficile , e probabilmente inopportuno , che la Commissione faccia speculazioni su	ipotesi	e possibilità .
134092715	matematica	matematica|matematico	matematica	Da un giorno all’ altro , o per essere più precisi tra il 30 aprile e il 1° maggio dell’ anno prossimo , un piccolo intervento della	matematica	trasformerà dei poveri disgraziati in ricchi , anche se non avranno un centesimo in più in tasca .
118320771	statistiche	statistica|statistico	statistica	Abbiamo bisogno di queste	statistiche	e il suo sostegno è importante .
35411239	orecchie	orecchia|orecchio	orecchio	tra le altre cose sostiene che la valutazione ambientale strategica andrebbe applicata ai programmi di sviluppo dell’ agricoltura e dell’ allevamento , musica per le	orecchie	di molti agricoltori dell’ Unione europea .
7024467	leggi	legge|leggio	legge	I cittadini hanno il diritto di sapere quali	leggi	sono state emanate e hanno il diritto di credere che tutta la legislazione pertinente venga correttemente applicata .
151657305	ipotesi	ipotesi|ipoteso	ipotesi	Si è inoltre proposto di restringerne l’ applicabilità agli obiettivi dell’ articolo 2 ,	ipotesi	cui mi sono opposta in seno alla commissione parlamentare ;
214834480	reni	rene|reni|renio	rene	Stando ai dati resi noti dal Consiglio d’ Europa , il 5-10 per cento dei	reni	trapiantati avrebbe una provenienza illecita , il che implica migliaia di vittime ogni anno .
229479686	promesse	promessa|promesso	promessa	Le	promesse	fatte oggi ai cittadini del Montenegro così come quelle fatte ad altri nel passato e nel presente sono molte ma il prezzo da pagare è alto e lo si precisa solo in parte .
12974182	mente	menta|mente	mente	Occorre radicare il principio nella	mente	della gente .
3886803	Valletta	valletta|valletto	Valletta	Marocco , Tunisia , Israele e , recentemente , quello con l’ Amministrazione Nazionale Palestinese e , prima di La	Valletta	, riusciremo sicuramente a stipulare un accordo con Egitto , Libia , Giordania e Libano .
66143316	occhiali	occhiale|occhiali	occhiali	Da un lato , se stabiliamo quote di donne , perché non creare anche quote in base all’ età o all’ etnia , quote di cattolici , di operai , di persone con gli	occhiali	.
98727248	Vedova	vedova|vedovo	Nachname	Ho avvertito il timore dell’ onorevole collega Della	Vedova	quando faceva riferimento al « deficit spending » .
3886129	Valletta	valletta|valletto	Valletta	Onorevole Sakellariou , la relazione è molto interessante , in vista della seconda Conferenza euromediterranea che si svolgerà a La	Valletta	in aprile .
37902096	contesti	conteste|contesto	contesto	In effetti , pare alla Commissione alquanto rischioso voler trasferire nella giurisdizione comunitaria soluzioni adottate negli Stati membri , vale a dire in	contesti	perfettamente omogenei , per porre rimedio all’ aumento delle controversie .
26301091	CECA	ceca|ceco	Acronym	Signora Presidente , questo è destinato a essere in assoluto il mio intervento più breve sugli stati finanziari della	CECA	nei 5-6 anni nei quali mi sono occupato di tale tema :
98193772	mora	mora|moro	mora	Vi è stata risposta , ovvero sono state presentate argomentazioni giuridiche da parte del governo greco riguardo ai punti sollevati dalla lettera di messa in	mora	?
67053768	auguri	augure|augurio	augurio	Formulo al Commissario i miei migliori	auguri	, perché è un ambito dove abbiamo bisogno di aprire una breccia .
169929357	risiedono	risedere|risiedere	risiedere	Pretendono di considerare gli elettori quanti	risiedono	in Europa , pur avendo passaporto e cittadinanza extraeuropea .
143087575	rumori	rumore|rumorio	rumore	Vi è urgente bisogno di un quadro legislativo globale a livello europeo , per monitorare gli effetti dei	rumori	subacquei e regolare l’ immissione di tali rumori nell’ ambiente marino .
113333469	scomparsa	scomparsa|scomparso	scomparsa	Un altro problema deriva dal fatto che , con l’ inserimento del tema dell’ immigrazione , si è mascherata la	scomparsa	di questioni importanti come l’ allargamento .
151278015	mura	mura|muro	mura	Tra le	mura	del potere serpeggia in continuazione una lotta intestina in virtù della quale i capi politici vengono regolarmente deposti e persino incarcerati .
239909283	sete	seta|sete	sete	Questo non rende meno inaccettabili i principi sui quali si basa il Fondo europeo di adeguamento alla globalizzazione , che appoggia le delocalizzazioni effettuate dall’ impresa statunitense General Motors e acconsente alla	sete	di profitto delle multinazionali e dei loro capi miliardari .
237560302	corsa	corsa|corso	corsa	Gli Stati membri non possono aggiungere nuove condizioni ( ad esempio , la valutazione delle politiche di lotta alla corruzione e al crimine ) o cambiare le regole in	corsa	.
231598547	morti	morte|morto	morto	Ma possono anche essere travolti direttamente nella violenza contro le donne , perché la causa principale dei casi di bambini nati	morti	e degli aborti spontanei si riconduce alla violenza contro le donne .
72112527	promesse	promessa|promesso	promessa	Le donne vengono attirate con false	promesse	, ad esempio attraverso annunci che offrono posti di lavoro come parrucchiera , cameriera in un bar o ballerina , oppure attraverso annunci matrimoniali .
85822976	spente	spegnere|spengere	spegnere	In altri casi però le apparecchiature non possono essere	spente	:
130498956	conte	conta|conte	conte	La parola inglese usata per designare le parti interessate , stakeholder , nella mia morbosa fantasia si è sempre ricollegata alla sinistra figura del	conte	Dracula perché stake indica , tra l’ altro , il paletto che lo uccide .
237385221	terza	terza|terzo	terza	La	terza	:
141947051	corsa	corsa|corso	corsa	Nella	corsa	verso le elezioni e il , il Parlamento europeo approva una risoluzione che perpetua la pressione e la coercizione nei confronti del governo bielorusso e che , purtroppo , è approvata da tutti i gruppi .
121774620	fermi	fermio|fermo	fermo	Non si tratta di pescare di più , quanto di pescare meglio , controllando la conservazione delle nostre risorse mediante i totali ammissibili di cattura - che sono stati creati apposta , insieme alle quote e alle misure tecniche - , le reti selettive , i	fermi	biologici , lo sforzo di pesca , la regolazione dei giorni in mare , e anche con le demolizioni , quale misura aggiuntiva però non esclusiva , perché è l’ unica a essere irreversibile .
135833822	matematica	matematica|matematico	matematica	La condizione necessaria era che l’ accesso ai prodotti della scienza , della musica , della	matematica	o di qualsiasi altro campo fosse libero e gratuito .
147079003	morti	morte|morto	morto	La Commissione ha anch’ essa condannato recisamente i disordini e le violenze contro la popolazione civile che hanno fatto seguito alla pubblicazione dei risultati provvisori e hanno causato un numero accertato di 50	morti	e 300 feriti .
159216482	fisica	fisica|fisico	fisica	Nel mondo della	fisica	, solo l’ universo può espandersi all’ infinito ;
194820827	minima	minima|minimo	minima	Ho votato contro la relazione di propria iniziativa dell’ onorevole Ries perché è proprio il tipo di relazione assolutamente inutile per cui vanno pazzi alcuni colleghi , quegli stessi che si compiacciono nell’ applicare il « principio di precauzione » a ogni piè sospinto e che sollevano polveroni alla	minima	« preoccupazione » del pubblico .
43307329	peste	pesta|peste	peste	Stando alla relatrice , le conseguenze della produzione petrolifera del Mare del Nord per la Gran Bretagna , l’ unificazione della Germania , le inondazioni in Europa , l’ epizoozia della mucca pazza e la crisi dovuta alla	peste	suina nei Paesi Bassi sono esempi di choc che hanno colpito singoli paesi .
196595126	mole	mola|mole	mole	Per preparare il voto in Aula , si assumono una gran	mole	di lavoro parlamentare , votando in seno alla commissione stessa .
180502906	breve	breva|breve	breve	Ringrazio il Commissario per la sua risposta e ammetto che sia difficile avere a disposizione dati a	breve	, ma siccome mi è capitato di vivere nelle vicinanze della zona in cui si svolge l’ attività della pesca , i pescatori mi hanno detto che ci sono alcuni problemi strutturali nel settore a causa dell’ eccessiva comparsa di reti e di altri attrezzi da pesca che sono stati abbandonati nell’ area , che rendono la pesca estremamente difficoltosa .
118738014	ristretta	restringere|ristringere	restringere	Mi riferisco al fatto che l’ accordo concede al Consiglio pieni poteri per decidere quali documenti trasmetterà di fatto a questa speciale commissione	ristretta	del Parlamento europeo .
235646157	Curie	curia|curie	Nachname	Dobbiamo aumentare gli investimenti in programmi quali l’ Apprendimento permanente ( Erasmus , Leonardo da Vinci , Comenius , Grundtvig ) , Marie	Curie	, Erasmus Mundus e Gioventù in azione .
83572147	testi	teste|testo	testo	Teoricamente non posso che rallegrarmene , dal momento che entrambi i	testi	sono ben elaborati e interpretano in modo corretto la rotta che questi fondi dovrebbero seguire .
201668065	ragazze	ragazza|ragazzo	ragazza	Pensiamo oggi alle innumerevoli donne e	ragazze	che hanno subito violenze nelle zone di guerra e nelle aree di conflitto .
149807885	fermi	fermio|fermo	fermo	È altresì ovvio che , se i pescatori sono costretti a rimanere	fermi	a causa delle stagioni di chiusura , la normativa comunitaria prevede che essi abbiano diritto a un indennizzo , qualora il fermo sia considerato di carattere eccezionale o conseguenza delle misure di un piano di ricostituzione dello .
213481125	campana	campana|campano	campana	Personalmente , concordo con i rappresentanti dell’ industria sul fatto che le normative di Bruxelles sull’ introduzione dei veicoli elettrici sono la nostra	campana	a morto .
144173442	sconfitta	sconfitta|sconfitto	sconfitta	sul piano interno , dovranno dispiegare tatto e capacità di conciliazione nei confronti dei sostenitori di un perdente , Victor Yanukovich , non troppo disposto ad accettare lealmente la	sconfitta	;
167810269	creme	crema|creme	crema	Si tratta , purtroppo , di un fenomeno che - mentre fino a qualche anno fa era limitato ai prodotti di alta gamma (	creme	, profumi , orologi e borse di lusso ) - ora si sta espandendo a prodotti a portata di un numero sempre maggiore di utenti , con conseguente elevato rischio per la salute dei consumatori .
41528915	ferita	ferita|ferito	ferita	Potrebbe essere solo uno dei tanti avvenimenti di cronaca se dietro a tutto ciò non vi fosse un immane dramma umano , che , purtroppo , resterà ancora per molto tempo una	ferita	aperta .
95475507	esteri	estere|estero	estero	Nocciolo del non-paper è la mediazione e l’ organizzazione di un primo incontro fra il ministro degli	esteri	israeliano Peres e Arafat , incontro che deve rappresentare il cauto inizio di un graduale processo di pace .
124744459	tecniche	tecnica|tecnico	tecnica	potremo farlo promuovendo misure volte a garantire la sicurezza alimentare nonché ammodernando le	tecniche	di produzione .
61746935	breve	breva|breve	breve	Tra	breve	avremo a disposizione metodi che non porranno alle autorità competenti ingiustificati problemi di attuazione .
234501934	sorte	sorta|sorte	sorte	La	sorte	del settore tessile e dell’ abbigliamento lituano è strettamente legata all’ UE , dato che l’ 84 per cento dei tessili lituani vengono esportati nell’ Unione europea .
79234494	CECA	ceca|ceco	Acronym	La Commissione si è impegnata in una dichiarazione al Parlamento del 1973 ad accettare il carattere vincolante dei pareri del Parlamento sulla	CECA	.
79318713	trentina	trentina|trentino	trentina	Ora è stata ripresentata una	trentina	di emendamenti in aggiunta a quelli della nostra strategia di base .
111627022	nonna	nonna|nonno	nonna	Il maiale è un problema minore e comunque , come direbbe mia	nonna	, tutti coloro che mangiano carne di maiale cruda meritano di ammalarsi .
129946982	rifugiarsi	rifugiare|rifugiarsi	rifugiaris	Il Consiglio dell’ Unione europea non dovrebbe pertanto prendere in mano politicamente questa faccenda , in accordo con le Nazioni Unite , invece di	rifugiarsi	dietro questioni che oserei definire tecniche ?
225527860	ipotesi	ipotesi|ipoteso	ipotesi	in realtà , questa	ipotesi	è di difficile realizzazione .
86469881	cloni	clone|clono	clone	I cosiddetti «	cloni	riproduttivi » di esseri umani non sono affatto una chimera , be
